id,name,status,project_id,objection
1635,Arjun Singh 43,Visit Done,139,
1636,Diya Agarwal 43,Final Negotiation,146,
1637,Ishaan Desai 43,Booking Done,153,
1638,Kabir Khan 43,Failed,160,Possession timeline
1639,Meera Patel 43,Junk,167,
1640,Naina Singh 43,Claimed,174,
1641,Rohan Agarwal 43,In CC,181,
1642,Saanvi Desai 43,Interested,188,
1643,Tara Khan 43,Meeting Done,195,
1644,Vihaan Patel 43,Visit Done,102,
1645,Zoya Singh 43,Final Negotiation,109,
1646,Aarav Agarwal 44,Booking Done,116,
1647,Aditi Desai 44,Failed,123,Price comparison
1648,Akash Khan 44,Junk,130,
1649,Anaya Patel 44,Claimed,137,
1650,Arjun Singh 44,In CC,144,
1651,Diya Agarwal 44,Interested,151,
1652,Ishaan Desai 44,Meeting Done,158,
1653,Kabir Khan 44,Visit Done,165,
1654,Meera Patel 44,Final Negotiation,172,
1655,Naina Singh 44,Booking Done,179,
1656,Rohan Agarwal 44,Failed,186,Budget
1657,Saanvi Desai 44,Junk,193,
1658,Tara Khan 44,Claimed,200,
1659,Vihaan Patel 44,In CC,107,
1660,Zoya Singh 44,Interested,114,
1661,Aarav Agarwal 45,Meeting Done,121,
1662,Aditi Desai 45,Visit Done,128,
1663,Akash Khan 45,Final Negotiation,135,
1664,Anaya Patel 45,Booking Done,142,
1665,Arjun Singh 45,Failed,149,Budget
1666,Diya Agarwal 45,Junk,156,
1667,Ishaan Desai 45,Claimed,163,
1668,Kabir Khan 45,In CC,170,
1669,Meera Patel 45,Interested,177,
1670,Naina Singh 45,Meeting Done,184,
1671,Rohan Agarwal 45,Visit Done,191,
1672,Saanvi Desai 45,Final Negotiation,198,
1673,Tara Khan 45,Booking Done,105,
1674,Vihaan Patel 45,Failed,112,Budget
1675,Zoya Singh 45,Junk,119,
1676,Aarav Agarwal 46,Claimed,126,
1677,Aditi Desai 46,In CC,133,
1678,Akash Khan 46,Interested,140,
1679,Anaya Patel 46,Meeting Done,147,
1680,Arjun Singh 46,Visit Done,154,
1681,Diya Agarwal 46,Final Negotiation,161,
1682,Ishaan Desai 46,Booking Done,168,
1683,Kabir Khan 46,Failed,175,Timing
1684,Meera Patel 46,Junk,182,
1685,Naina Singh 46,Claimed,189,
1686,Rohan Agarwal 46,In CC,196,
1687,Saanvi Desai 46,Interested,103,
1688,Tara Khan 46,Meeting Done,110,
1689,Vihaan Patel 46,Visit Done,117,
1690,Zoya Singh 46,Final Negotiation,124,
1691,Aarav Agarwal 47,Booking Done,131,
1692,Aditi Desai 47,Failed,138,Loan approval
1693,Akash Khan 47,Junk,145,
1694,Anaya Patel 47,Claimed,152,
1695,Arjun Singh 47,In CC,159,
1696,Diya Agarwal 47,Interested,166,
1697,Ishaan Desai 47,Meeting Done,173,
1698,Kabir Khan 47,Visit Done,180,
1699,Meera Patel 47,Final Negotiation,187,
1700,Naina Singh 47,Booking Done,194,
1701,Rohan Agarwal 47,Failed,101,Location
1702,Saanvi Desai 47,Junk,108,
1703,Tara Khan 47,Claimed,115,
1704,Vihaan Patel 47,In CC,122,
1705,Zoya Singh 47,Interested,129,
1706,Aarav Agarwal 48,Meeting Done,136,
1707,Aditi Desai 48,Visit Done,143,
1708,Akash Khan 48,Final Negotiation,150,
1709,Anaya Patel 48,Booking Done,157,
1710,Arjun Singh 48,Failed,164,Possession timeline
1711,Diya Agarwal 48,Junk,171,
1712,Ishaan Desai 48,Claimed,178,
1713,Kabir Khan 48,In CC,185,
1714,Meera Patel 48,Interested,192,
1715,Naina Singh 48,Meeting Done,199,
1716,Rohan Agarwal 48,Visit Done,106,
1717,Saanvi Desai 48,Final Negotiation,113,
1718,Tara Khan 48,Booking Done,120,
1719,Vihaan Patel 48,Failed,127,Price comparison
1720,Zoya Singh 48,Junk,134,
1721,Aarav Agarwal 49,Claimed,141,
1722,Aditi Desai 49,In CC,148,
1723,Akash Khan 49,Interested,155,
1724,Anaya Patel 49,Meeting Done,162,
1725,Arjun Singh 49,Visit Done,169,
1726,Diya Agarwal 49,Final Negotiation,176,
1727,Ishaan Desai 49,Booking Done,183,
1728,Kabir Khan 49,Failed,190,Budget
1729,Meera Patel 49,Junk,197,
1730,Naina Singh 49,Claimed,104,
1731,Rohan Agarwal 49,In CC,111,
1732,Saanvi Desai 49,Interested,118,
1733,Tara Khan 49,Meeting Done,125,
1734,Vihaan Patel 49,Visit Done,132,
1735,Zoya Singh 49,Final Negotiation,139,
1736,Aarav Agarwal 50,Booking Done,146,
1737,Aditi Desai 50,Failed,153,Budget
1738,Akash Khan 50,Junk,160,
1739,Anaya Patel 50,Claimed,167,
1740,Arjun Singh 50,In CC,174,
1741,Diya Agarwal 50,Interested,181,
1742,Ishaan Desai 50,Meeting Done,188,
1743,Kabir Khan 50,Visit Done,195,
1744,Meera Patel 50,Final Negotiation,102,
1745,Naina Singh 50,Booking Done,109,
1746,Rohan Agarwal 50,Failed,116,Budget
1747,Saanvi Desai 50,Junk,123,
1748,Tara Khan 50,Claimed,130,
1749,Vihaan Patel 50,In CC,137,
1750,Zoya Singh 50,Interested,144,
1751,Aarav Agarwal 51,Meeting Done,151,
1752,Aditi Desai 51,Visit Done,158,
1753,Akash Khan 51,Final Negotiation,165,
1754,Anaya Patel 51,Booking Done,172,
1755,Arjun Singh 51,Failed,179,Timing
1756,Diya Agarwal 51,Junk,186,
1757,Ishaan Desai 51,Claimed,193,
1758,Kabir Khan 51,In CC,200,
1759,Meera Patel 51,Interested,107,
1760,Naina Singh 51,Meeting Done,114,
1761,Rohan Agarwal 51,Visit Done,121,
1762,Saanvi Desai 51,Final Negotiation,128,
1763,Tara Khan 51,Booking Done,135,
1764,Vihaan Patel 51,Failed,142,Loan approval
1765,Zoya Singh 51,Junk,149,
1766,Aarav Agarwal 52,Claimed,156,
1767,Aditi Desai 52,In CC,163,
1768,Akash Khan 52,Interested,170,
1769,Anaya Patel 52,Meeting Done,177,
1770,Arjun Singh 52,Visit Done,184,
1771,Diya Agarwal 52,Final Negotiation,191,
1772,Ishaan Desai 52,Booking Done,198,
1773,Kabir Khan 52,Failed,105,Location
1774,Meera Patel 52,Junk,112,
1775,Naina Singh 52,Claimed,119,
1776,Rohan Agarwal 52,In CC,126,
1777,Saanvi Desai 52,Interested,133,
1778,Tara Khan 52,Meeting Done,140,
1779,Vihaan Patel 52,Visit Done,147,
1780,Zoya Singh 52,Final Negotiation,154,
1781,Aarav Agarwal 53,Booking Done,161,
1782,Aditi Desai 53,Failed,168,Possession timeline
1783,Akash Khan 53,Junk,175,
1784,Anaya Patel 53,Claimed,182,
1785,Arjun Singh 53,In CC,189,
1786,Diya Agarwal 53,Interested,196,
1787,Ishaan Desai 53,Meeting Done,103,
1788,Kabir Khan 53,Visit Done,110,
1789,Meera Patel 53,Final Negotiation,117,
1790,Naina Singh 53,Booking Done,124,
1791,Rohan Agarwal 53,Failed,131,Price comparison
1792,Saanvi Desai 53,Junk,138,
1793,Tara Khan 53,Claimed,145,
1794,Vihaan Patel 53,In CC,152,
1795,Zoya Singh 53,Interested,159,
1796,Aarav Agarwal 54,Meeting Done,166,
1797,Aditi Desai 54,Visit Done,173,
1798,Akash Khan 54,Final Negotiation,180,
1799,Anaya Patel 54,Booking Done,187,
1800,Arjun Singh 54,Failed,194,Budget
1801,Diya Agarwal 54,Junk,101,
1802,Ishaan Desai 54,Claimed,108,
1803,Kabir Khan 54,In CC,115,
1804,Meera Patel 54,Interested,122,
1805,Naina Singh 54,Meeting Done,129,
1806,Rohan Agarwal 54,Visit Done,136,
1807,Saanvi Desai 54,Final Negotiation,143,
1808,Tara Khan 54,Booking Done,150,
1809,Vihaan Patel 54,Failed,157,Budget
1810,Zoya Singh 54,Junk,164,
1811,Aarav Agarwal 55,Claimed,171,
1812,Aditi Desai 55,In CC,178,
1813,Akash Khan 55,Interested,185,
1814,Anaya Patel 55,Meeting Done,192,
1815,Arjun Singh 55,Visit Done,199,
1816,Diya Agarwal 55,Final Negotiation,106,
1817,Ishaan Desai 55,Booking Done,113,
1818,Kabir Khan 55,Failed,120,Budget
1819,Meera Patel 55,Junk,127,
1820,Naina Singh 55,Claimed,134,
1821,Rohan Agarwal 55,In CC,141,
1822,Saanvi Desai 55,Interested,148,
1823,Tara Khan 55,Meeting Done,155,
1824,Vihaan Patel 55,Visit Done,162,
1825,Zoya Singh 55,Final Negotiation,169,
1826,Aarav Agarwal 56,Booking Done,176,
1827,Aditi Desai 56,Failed,183,Timing
1828,Akash Khan 56,Junk,190,
1829,Anaya Patel 56,Claimed,197,
1830,Arjun Singh 56,In CC,104,
1831,Diya Agarwal 56,Interested,111,
1832,Ishaan Desai 56,Meeting Done,118,
1833,Kabir Khan 56,Visit Done,125,
1834,Meera Patel 56,Final Negotiation,132,
1835,Naina Singh 56,Booking Done,139,
1836,Rohan Agarwal 56,Failed,146,Loan approval
1837,Saanvi Desai 56,Junk,153,
1838,Tara Khan 56,Claimed,160,
1839,Vihaan Patel 56,In CC,167,
1840,Zoya Singh 56,Interested,174,
1841,Aarav Agarwal 57,Meeting Done,181,
1842,Aditi Desai 57,Visit Done,188,
1843,Akash Khan 57,Final Negotiation,195,
1844,Anaya Patel 57,Booking Done,102,
1845,Arjun Singh 57,Failed,109,Location
1846,Diya Agarwal 57,Junk,116,
1847,Ishaan Desai 57,Claimed,123,
1848,Kabir Khan 57,In CC,130,
1849,Meera Patel 57,Interested,137,
1850,Naina Singh 57,Meeting Done,144,
1851,Rohan Agarwal 57,Visit Done,151,
1852,Saanvi Desai 57,Final Negotiation,158,
1853,Tara Khan 57,Booking Done,165,
1854,Vihaan Patel 57,Failed,172,Possession timeline
1855,Zoya Singh 57,Junk,179,
1856,Aarav Agarwal 58,Claimed,186,
1857,Aditi Desai 58,In CC,193,
1858,Akash Khan 58,Interested,200,
1859,Anaya Patel 58,Meeting Done,107,
1860,Arjun Singh 58,Visit Done,114,
1861,Diya Agarwal 58,Final Negotiation,121,
1862,Ishaan Desai 58,Booking Done,128,
1863,Kabir Khan 58,Failed,135,Price comparison
1864,Meera Patel 58,Junk,142,
1865,Naina Singh 58,Claimed,149,
1866,Rohan Agarwal 58,In CC,156,
1867,Saanvi Desai 58,Interested,163,
1868,Tara Khan 58,Meeting Done,170,
1869,Vihaan Patel 58,Visit Done,177,
1870,Zoya Singh 58,Final Negotiation,184,
1871,Aarav Agarwal 59,Booking Done,191,
1872,Aditi Desai 59,Failed,198,Budget
1873,Akash Khan 59,Junk,105,
1874,Anaya Patel 59,Claimed,112,
1875,Arjun Singh 59,In CC,119,
1876,Diya Agarwal 59,Interested,126,
1877,Ishaan Desai 59,Meeting Done,133,
1878,Kabir Khan 59,Visit Done,140,
1879,Meera Patel 59,Final Negotiation,147,
1880,Naina Singh 59,Booking Done,154,
1881,Rohan Agarwal 59,Failed,161,Budget
1882,Saanvi Desai 59,Junk,168,
1883,Tara Khan 59,Claimed,175,
1884,Vihaan Patel 59,In CC,182,
1885,Zoya Singh 59,Interested,189,
1886,Aarav Agarwal 60,Meeting Done,196,
1887,Aditi Desai 60,Visit Done,103,
1888,Akash Khan 60,Final Negotiation,110,
1889,Anaya Patel 60,Booking Done,117,
1890,Arjun Singh 60,Failed,124,Budget
1891,Diya Agarwal 60,Junk,131,
1892,Ishaan Desai 60,Claimed,138,
1893,Kabir Khan 60,In CC,145,
1894,Meera Patel 60,Interested,152,
1895,Naina Singh 60,Meeting Done,159,
1896,Rohan Agarwal 60,Visit Done,166,
1897,Saanvi Desai 60,Final Negotiation,173,
1898,Tara Khan 60,Booking Done,180,
1899,Vihaan Patel 60,Failed,187,Timing
1900,Zoya Singh 60,Junk,194,
1901,Aarav Agarwal 61,Claimed,101,
1902,Aditi Desai 61,In CC,108,
1903,Akash Khan 61,Interested,115,
1904,Anaya Patel 61,Meeting Done,122,
1905,Arjun Singh 61,Visit Done,129,
1906,Diya Agarwal 61,Final Negotiation,136,
1907,Ishaan Desai 61,Booking Done,143,
1908,Kabir Khan 61,Failed,150,Loan approval
1909,Meera Patel 61,Junk,157,
1910,Naina Singh 61,Claimed,164,
1911,Rohan Agarwal 61,In CC,171,
1912,Saanvi Desai 61,Interested,178,
1913,Tara Khan 61,Meeting Done,185,
1914,Vihaan Patel 61,Visit Done,192,
1915,Zoya Singh 61,Final Negotiation,199,
1916,Aarav Agarwal 62,Booking Done,106,
1917,Aditi Desai 62,Failed,113,Location
1918,Akash Khan 62,Junk,120,
1919,Anaya Patel 62,Claimed,127,
1920,Arjun Singh 62,In CC,134,
1921,Diya Agarwal 62,Interested,141,
1922,Ishaan Desai 62,Meeting Done,148,
1923,Kabir Khan 62,Visit Done,155,
1924,Meera Patel 62,Final Negotiation,162,
1925,Naina Singh 62,Booking Done,169,
1926,Rohan Agarwal 62,Failed,176,Possession timeline
1927,Saanvi Desai 62,Junk,183,
1928,Tara Khan 62,Claimed,190,
1929,Vihaan Patel 62,In CC,197,
1930,Zoya Singh 62,Interested,104,
1931,Aarav Agarwal 63,Meeting Done,111,
1932,Aditi Desai 63,Visit Done,118,
1933,Akash Khan 63,Final Negotiation,125,
1934,Anaya Patel 63,Booking Done,132,
1935,Arjun Singh 63,Failed,139,Price comparison
1936,Diya Agarwal 63,Junk,146,
1937,Ishaan Desai 63,Claimed,153,
1938,Kabir Khan 63,In CC,160,
1939,Meera Patel 63,Interested,167,
1940,Naina Singh 63,Meeting Done,174,
1941,Rohan Agarwal 63,Visit Done,181,
1942,Saanvi Desai 63,Final Negotiation,188,
1943,Tara Khan 63,Booking Done,195,
1944,Vihaan Patel 63,Failed,102,Budget
1945,Zoya Singh 63,Junk,109,
1946,Aarav Agarwal 64,Claimed,116,
1947,Aditi Desai 64,In CC,123,
1948,Akash Khan 64,Interested,130,
1949,Anaya Patel 64,Meeting Done,137,
1950,Arjun Singh 64,Visit Done,144,
1951,Diya Agarwal 64,Final Negotiation,151,
1952,Ishaan Desai 64,Booking Done,158,
1953,Kabir Khan 64,Failed,165,Budget
1954,Meera Patel 64,Junk,172,
1955,Naina Singh 64,Claimed,179,
1956,Rohan Agarwal 64,In CC,186,
1957,Saanvi Desai 64,Interested,193,
1958,Tara Khan 64,Meeting Done,200,
1959,Vihaan Patel 64,Visit Done,107,
1960,Zoya Singh 64,Final Negotiation,114,
1961,Aarav Agarwal 65,Booking Done,121,
1962,Aditi Desai 65,Failed,128,Budget
1963,Akash Khan 65,Junk,135,
1964,Anaya Patel 65,Claimed,142,
1965,Arjun Singh 65,In CC,149,
1966,Diya Agarwal 65,Interested,156,
1967,Ishaan Desai 65,Meeting Done,163,
1968,Kabir Khan 65,Visit Done,170,
1969,Meera Patel 65,Final Negotiation,177,
1970,Naina Singh 65,Booking Done,184,
1971,Rohan Agarwal 65,Failed,191,Timing
1972,Saanvi Desai 65,Junk,198,
1973,Tara Khan 65,Claimed,105,
1974,Vihaan Patel 65,In CC,112,
1975,Zoya Singh 65,Interested,119,
1976,Aarav Agarwal 66,Meeting Done,126,
1977,Aditi Desai 66,Visit Done,133,
1978,Akash Khan 66,Final Negotiation,140,
1979,Anaya Patel 66,Booking Done,147,
1980,Arjun Singh 66,Failed,154,Loan approval
1981,Diya Agarwal 66,Junk,161,
1982,Ishaan Desai 66,Claimed,168,
1983,Kabir Khan 66,In CC,175,
1984,Meera Patel 66,Interested,182,
1985,Naina Singh 66,Meeting Done,189,
1986,Rohan Agarwal 66,Visit Done,196,
1987,Saanvi Desai 66,Final Negotiation,103,
1988,Tara Khan 66,Booking Done,110,
1989,Vihaan Patel 66,Failed,117,Location
1990,Zoya Singh 66,Junk,124,
1991,Aarav Agarwal 67,Claimed,131,
1992,Aditi Desai 67,In CC,138,
1993,Akash Khan 67,Interested,145,
1994,Anaya Patel 67,Meeting Done,152,
1995,Arjun Singh 67,Visit Done,159,
1996,Diya Agarwal 67,Final Negotiation,166,
1997,Ishaan Desai 67,Booking Done,173,
1998,Kabir Khan 67,Failed,180,Possession timeline
1999,Meera Patel 67,Junk,187,
2000,Naina Singh 67,Claimed,194,
